VERSION,LINK,DESC,SOURCE
5.1.66,http://dba.stackexchange.com/questions/43503/how-to-solve-the-table-is-full-with-innodb-file-per-table,how to solve the table is full with innodb file per table,dba.stackexchange.com
4.1.7,http://lists.mysql.com/mysql/204490,MySQL Lists: mysql: Load Balance on MySql,mailing_list
unknown,http://lists.mysql.com/mysql/220281,MySQL Lists: mysql: Re: MySQL Replication Delete is not gettting replicated,mailing_list
3.23.52-log ,http://lists.mysql.com/mysql/129647,"MySQL Lists: mysql: Ram Usage, and processes",mailing_list
5.1.31,http://serverfault.com/questions/211353/mysqld-crashes-on-any-statement,mysqld crashes on any statement,serverfault.com
3.23.41,http://lists.mysql.com/mysql/83251,MySQL Lists: mysql: Problems with my.ini in Windows NT,mailing_list
unknown,http://stackoverflow.com/questions/12501622/how-to-optimise-a-table-for-avg-query,how to optimise a table for avg query,stackoverflow.com
4.1.20-log,http://lists.mysql.com/mysql/204919,MySQL Lists: mysql: MySQL log_slow_queries Error,mailing_list
unknown,http://lists.mysql.com/win32/11798,MySQL Lists: win32: Incredibly stupid person pleas for help,mailing_list
5.1.70,http://serverfault.com/questions/526557/what-will-be-the-best-mysql-settings-for-3gb-server,what will be the best mysql settings for 3gb server,serverfault.com
5.6.x,http://serverfault.com/questions/488473/reducing-memory-usage-of-mysql,reducing memory usage of mysql,serverfault.com
5.4.3-beta,http://lists.mysql.com/mysql/219700,MySQL Lists: mysql: Can't initialize mysqld data dir,mailing_list
unknown,http://lists.mysql.com/mysql/155089,MySQL Lists: mysql: Running Multiple Servers,mailing_list
5.5.x,http://serverfault.com/questions/419534/how-to-disable-local-infile-in-mysql-5-5-ubuntu-12-04,how to disable local infile in mysql 5 5 ubuntu 12 04,serverfault.com
5.0.77,http://stackoverflow.com/questions/8917115/mysql-search-table-optimization-for-a-game-website,mysql search table optimization for a game website,stackoverflow.com
5.5.30,http://dba.stackexchange.com/questions/56062/slow-innodb-insert-update-delete,slow innodb insert update delete,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/8020297/mysql-my-cnf-file-found-option-without-preceding-group,mysql my cnf file found option without preceding group,stackoverflow.com
5.6.x,http://stackoverflow.com/questions/18806377/setting-the-right-mysql-innodb-log-file-size,setting the right mysql innodb log file size,stackoverflow.com
5.5.34,http://serverfault.com/questions/562567/best-apache-mysql-config-for-16gb-and-8-cores,best apache mysql config for 16gb and 8 cores,serverfault.com
5.5.x,http://serverfault.com/questions/529230/mysql-using-all-memory-and-moving-into-swap,mysql using all memory and moving into swap,serverfault.com
5.1.47,http://dba.stackexchange.com/questions/6983/tons-and-tons-of-relay-logs-on-a-master,tons and tons of relay logs on a master,dba.stackexchange.com
5.0.7,http://serverfault.com/questions/15073/remote-connection-to-mysql-server-takes-very-long,remote connection to mysql server takes very long,serverfault.com
unknown,http://stackoverflow.com/questions/7361174/very-slow-delete-on-mysql-base-with-subquery,very slow delete on mysql base with subquery,stackoverflow.com
4.0.8,http://lists.mysql.com/mysql/129681,MySQL Lists: mysql: RE: Has anyone managed to get 4.0.8 Win32 working properly?,mailing_list
unknown,http://serverfault.com/questions/437239/run-mysqld-under-a-different-user-linux,run mysqld under a different user linux,serverfault.com
4.0.18,http://lists.mysql.com/win32/14077,MySQL Lists: win32: Atlast fixed - common problem  :),mailing_list
unknown,http://lists.mysql.com/mysql/135798,MySQL Lists: mysql: Re: All Tables MyISAM and still InnoDB Datafiles?,mailing_list
unknown,http://dba.stackexchange.com/questions/37398/linux-32b-mysql-periodically-crashing-with-signal-11-and-oom-errors,linux 32b mysql periodically crashing with signal 11 and oom errors,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/11611340/what-is-wrong-with-my-my-cnf-file,what is wrong with my my cnf file,stackoverflow.com
4.0.15,http://lists.mysql.com/win32/12198,MySQL Lists: win32: Re: installing MySQL4.0.15 as a service on windows 2000,mailing_list
3.23.54,http://lists.mysql.com/mysql/133482,MySQL Lists: mysql: UPDATEs Don't Update Binary Log,mailing_list
4.0.20a-debug,http://lists.mysql.com/win32/15159,MySQL Lists: win32: Problem running MySQL on XP,mailing_list
4.1.12,http://lists.mysql.com/mysql/192644,"MySQL Lists: mysql: Re: transaction with bdb table gives error ""Lock table is out of
 available locks""",mailing_list
unknown,http://lists.mysql.com/mysql/98493,MySQL Lists: mysql: Network drive for datadir,mailing_list
3.23.49-8.2,http://lists.mysql.com/mysql/133405,MySQL Lists: mysql: tuning problem or bug?,mailing_list
4.1.12,http://lists.mysql.com/mysql/194299,MySQL Lists: mysql: Re: Performance of MEMORY/HEAP-tables compared to mysql-cluster?,mailing_list
3.23.58,http://lists.mysql.com/mysql/152791,MySQL Lists: mysql: Enabling more detailed logging,mailing_list
5.0.77,http://serverfault.com/questions/349606/unable-to-connect-to-any-of-the-specified-mysql-hosts-when-trying-to-connect-my,unable to connect to any of the specified mysql hosts when trying to connect my,serverfault.com
unknown,http://serverfault.com/questions/288812/allow-connections-from-a-remote-server-in-mysql,allow connections from a remote server in mysql,serverfault.com
unknown,http://lists.mysql.com/mysql/117304,MySQL Lists: mysql: Replication - binlog problems...,mailing_list
unknown,http://lists.mysql.com/replication/1754,"MySQL Lists: replication: Master-Master (or circular replication) --> error connecting to 
	master",mailing_list
unknown,http://lists.mysql.com/mysql/112769,MySQL Lists: mysql: Re: Hi CPU on FreeBSD,mailing_list
4.1.12-1,http://lists.mysql.com/mysql/186428,MySQL Lists: mysql: Databases in a different location than the default,mailing_list
unknown,http://lists.mysql.com/mysql/94575,MySQL Lists: mysql: Can't connect to SERVER MYSQL localhost,mailing_list
3.23.51-nt,http://lists.mysql.com/win32/15123,MySQL Lists: win32: 2 GB RAM limit,mailing_list
unknown,http://lists.mysql.com/win32/15096,MySQL Lists: win32: MySQL Installation,mailing_list
3.23.52,http://lists.mysql.com/mysql/121178,MySQL Lists: mysql: 3.22.52 log rotation crash,mailing_list
5.1,http://dba.stackexchange.com/questions/18670/ive-got-16gb-of-ram-how-should-i-configure-mysql-server,ive got 16gb of ram how should i configure mysql server,dba.stackexchange.com
3.23.58,http://lists.mysql.com/mysql/180251,MySQL Lists: mysql: problems,mailing_list
4.0.20d,http://lists.mysql.com/win32/15222,MySQL Lists: win32: Your friend and mine: port 3306.,mailing_list
4.0.12,http://lists.mysql.com/win32/11051,MySQL Lists: win32: RE: innodb,mailing_list
5.0.1,http://lists.mysql.com/mysql/221773,MySQL Lists: mysql: Temporary tables created on disk: 99%,mailing_list
unknown,http://serverfault.com/questions/445025/nginxmysql5-loadtesting-configuration-strangeness,nginxmysql5 loadtesting configuration strangeness,serverfault.com
4.0.5,http://lists.mysql.com/win32/10282,MySQL Lists: win32: Re: MySql Problem...,mailing_list
5.5.x,http://stackoverflow.com/questions/16873118/what-does-mysqld-safe-do-in-my-cng,what does mysqld safe do in my cng,stackoverflow.com
4.1.x,http://lists.mysql.com/replication/69,MySQL Lists: replication: Slave_IO_Running = NO,mailing_list
unknown,http://serverfault.com/questions/432107/cant-change-mysql-data-folder-centos-6,cant change mysql data folder centos 6,serverfault.com
unknown,http://lists.mysql.com/mysql/208480,"MySQL Lists: mysql: Lots of queries doing ""statistics""",mailing_list
4.01.11,http://lists.mysql.com/mysql/133809,MySQL Lists: mysql: mySQL newbie confusion,mailing_list
5.5.28,http://dba.stackexchange.com/questions/29086/innodb-mysql-5-5-28-segmentation-signal-11-faults-on-high-load-my-cnf-fi,innodb mysql 5 5 28 segmentation signal 11 faults on high load my cnf fi,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/11491419/problems-running-mysql-on-mamp,problems running mysql on mamp,stackoverflow.com
3.23.54,http://lists.mysql.com/mysql/129721,MySQL Lists: mysql: Re: Running out of memory - memory leakage?,mailing_list
5.5.x,http://dba.stackexchange.com/questions/35099/mysql-optimization-help,mysql optimization help,dba.stackexchange.com
5.1.73,http://dba.stackexchange.com/questions/61130/mysql-max-connection-value,mysql max connection value,dba.stackexchange.com
5.5.31,http://stackoverflow.com/questions/16265602/mysql-python-cant-connect-to-localhost-server-on-windows-7,mysql python cant connect to localhost server on windows 7,stackoverflow.com
unknown,http://serverfault.com/questions/152333/mysql-too-many-connections,mysql too many connections,serverfault.com
unknown,http://serverfault.com/questions/431871/mysqld-always-running-at-90-cpu,mysqld always running at 90 cpu,serverfault.com
5.0.27,http://lists.mysql.com/mysql/208739,MySQL Lists: mysql: servers full potential / FT searches locking tables,mailing_list
4.0.4,http://lists.mysql.com/mysql/124038,"MySQL Lists: mysql: folders ibdata, iblogs",mailing_list
3.23.56,http://lists.mysql.com/mysql/137191,MySQL Lists: mysql: Memory Usage,mailing_list
5.5.34,http://dba.stackexchange.com/questions/55830/innodb-tokudb-fills-up-ram-then-start-swapping,innodb tokudb fills up ram then start swapping,dba.stackexchange.com
unknown,http://stackoverflow.com/questions/18165870/connect-to-mysql-database-on-host-that-doesnt-allow-remote-connections,connect to mysql database on host that doesnt allow remote connections,stackoverflow.com
5.1.x,http://serverfault.com/questions/271973/mysql-binary-log-activated-high-end-server-damn-slow,mysql binary log activated high end server damn slow,serverfault.com
4.0.17,http://lists.mysql.com/mysql/156203,MySQL Lists: mysql: Very Slow GROUP BY Query,mailing_list
unknown,http://dba.stackexchange.com/questions/38787/for-a-innodb-only-db-which-of-these-elements-can-be-removed,for a innodb only db which of these elements can be removed,dba.stackexchange.com
unknown,http://serverfault.com/questions/231873/tuning-up-a-mysql-server,tuning up a mysql server,serverfault.com
4.0.13,http://lists.mysql.com/mysql/145246,MySQL Lists: mysql: Frequent Table Corruption - Please Help,mailing_list
unknown,http://lists.mysql.com/mysql/111603,MySQL Lists: mysql: Reg. Host Problem in MYSQL,mailing_list
3.23.54,http://lists.mysql.com/win32/10896,MySQL Lists: win32: Re: mysql as service - fails with System error 5 has occurred,mailing_list
5.0.45,http://serverfault.com/questions/67860/mysql-slave-fails-to-resume-from-master-if-master-restarted,mysql slave fails to resume from master if master restarted,serverfault.com
unknown,http://serverfault.com/questions/76470/low-cpu-usage-in-mysql,low cpu usage in mysql,serverfault.com
unknown,http://lists.mysql.com/cluster/6997,MySQL Lists: cluster: have problem in filter single DB to slave server,mailing_list
5.0.45,http://stackoverflow.com/questions/3746616/remove-duplicates-in-large-mysql-table,remove duplicates in large mysql table,stackoverflow.com
5.1.37,http://stackoverflow.com/questions/4575049/mysql-query-hang-on-production-database-server-but-works-fine-locally,mysql query hang on production database server but works fine locally,stackoverflow.com
5.5.34,http://stackoverflow.com/questions/20997511/slow-connection-between-ec2-app-to-ec2-mysql-remote,slow connection between ec2 app to ec2 mysql remote,stackoverflow.com
1.4,http://lists.mysql.com/mysql/128921,MySQL Lists: mysql: Help!,mailing_list
3.23.52,http://lists.mysql.com/mysql/126374,MySQL Lists: mysql: Moving the location of mysql.sock and mysql_setpermission,mailing_list
4.0.14-max-debug,http://lists.mysql.com/win32/11626,MySQL Lists: win32: 27 megs of RAM for mysqld-opt,mailing_list
unknown,http://serverfault.com/questions/503489/cant-connect-to-mysql-server-13-using-php-function,cant connect to mysql server 13 using php function,serverfault.com
5.1.63,http://serverfault.com/questions/414452/setting-up-php-5-4-with-mysql-to-use-unix-sockets,setting up php 5 4 with mysql to use unix sockets,serverfault.com
3.23.49,http://lists.mysql.com/mysql/133502,MySQL Lists: mysql: trouble setting key_buffer_size on a debian slave,mailing_list
5.0.45,http://dba.stackexchange.com/questions/17040/mysql-innodb-corruption,mysql innodb corruption,dba.stackexchange.com
5.1.22,http://lists.mysql.com/mysql/224387,"MySQL Lists: mysql: Performance issue old server witn mysql 4 vs new server with mysql 5
 and old server WINS!",mailing_list
4.1.4,http://lists.mysql.com/mysql/172073,MySQL Lists: mysql: MySQL 4.1.4 RPM Distribution startup problem,mailing_list
3.23.52,http://lists.mysql.com/mysql/128763,"MySQL Lists: mysql: HELP for ""mysql ended"" error",mailing_list
4.0.13,http://lists.mysql.com/win32/11577,MySQL Lists: win32: Attempting to re-install MySQL,mailing_list
unknown,http://lists.mysql.com/mysql/182773,MySQL Lists: mysql: MySQL Query-Cache Reset,mailing_list
unknown,http://lists.mysql.com/mysql/94576,MySQL Lists: mysql: installation problem,mailing_list
unknown,http://serverfault.com/questions/374465/mysql-config-for-2gb-ram,mysql config for 2gb ram,serverfault.com
4.1.1-max-nt,http://lists.mysql.com/win32/13032,MySQL Lists: win32: 4.1.1 Service on XP,mailing_list
5.5.24,http://stackoverflow.com/questions/16704792/wamp-server-not-working,wamp server not working,stackoverflow.com
4.1.12,http://lists.mysql.com/mysql/188404,MySQL Lists: mysql:  Re: [Replication] Problem connecting to master,mailing_list
5.5.23,http://dba.stackexchange.com/questions/44896/mysql-using-too-much-cpu,mysql using too much cpu,dba.stackexchange.com
4.0.3-beta,http://lists.mysql.com/mysql/119093,MySQL Lists: mysql: can't install mysql-4.0.3 with innodb,mailing_list
unknown,http://serverfault.com/questions/402670/got-an-error-message-with-mysql-database,got an error message with mysql database,serverfault.com
5.0.x,http://lists.mysql.com/mysql/160200,"MySQL Lists: mysql: Bug on MYSQL-5.0 in statement ""OPTIMIZE TABLE""",mailing_list
3.23.49,http://lists.mysql.com/mysql/121650,MySQL Lists: mysql: Performance of a sequence many indexed queries,mailing_list
unknown,http://stackoverflow.com/questions/13552563/character-set-server-and-mysqls-config-file,character set server and mysqls config file,stackoverflow.com
5.1.69,http://stackoverflow.com/questions/17137626/solr-dataimport-from-mysql-dies-when-mysq-query-limit-is-removed,solr dataimport from mysql dies when mysq query limit is removed,stackoverflow.com
5.6.12,http://stackoverflow.com/questions/18709094/mysql-5-6-12-ssd-vista-64-bit-very-slow,mysql 5 6 12 ssd vista 64 bit very slow,stackoverflow.com
5.1.35,http://lists.mysql.com/mysql/218208,MySQL Lists: mysql: Re: MYSQL 5.1.35 Segmentation fault,mailing_list
unknown,http://lists.mysql.com/mysql/89740,MySQL Lists: mysql: error starting mysql,mailing_list
3.23.49,http://lists.mysql.com/mysql/106306,MySQL Lists: mysql: can't init my database for innoDB in mysql,mailing_list
4.1.21,http://lists.mysql.com/mysql/182037,MySQL Lists: mysql: where is my data?,mailing_list
4.1.10-standard-log,http://lists.mysql.com/mysql/181351,MySQL Lists: mysql: {Spam?} Cannot start replication - can someone help?,mailing_list
4.1.22,http://lists.mysql.com/mysql/217501,MySQL Lists: mysql: CentOS 4.4 mysqld crash,mailing_list
unknown,http://lists.mysql.com/win32/10583,MySQL Lists: win32: Error 2003,mailing_list
unknown,http://stackoverflow.com/questions/17772572/connect-to-mysql-on-amazon-ec2-from-a-remote-server-error-2003,connect to mysql on amazon ec2 from a remote server error 2003,stackoverflow.com
5.0.x,http://lists.mysql.com/mysql/192158,MySQL Lists: mysql: Re: MyIsam Vs InnoDB,mailing_list
unknown,http://lists.mysql.com/mysql/130413,MySQL Lists: mysql: upgrade hiccups,mailing_list
4.1.8-log,http://lists.mysql.com/mysql/188766,MySQL Lists: mysql: Re: How to optimize fulltext selection?,mailing_list
unknown,http://stackoverflow.com/questions/15112588/fix-error-mysql-server-has-gone-away,fix error mysql server has gone away,stackoverflow.com
4.0.18,http://lists.mysql.com/mysql/174533,MySQL Lists: mysql: Sharing databases between win and linux,mailing_list
unknown,http://stackoverflow.com/questions/15759868/optimizing-my-cnf-file-for-heavy-queries,optimizing my cnf file for heavy queries,stackoverflow.com
unknown,http://serverfault.com/questions/382945/why-cant-i-get-the-binlog-in-mysql,why cant i get the binlog in mysql,serverfault.com
unknown,http://lists.mysql.com/win32/12396,MySQL Lists: win32: can start the service,mailing_list
unknown,http://serverfault.com/questions/463742/mysql-tweaking-for-performance,mysql tweaking for performance,serverfault.com
5.5.16,http://stackoverflow.com/questions/7731749/configuration-on-wampp-to-accept-innodb-does-not-work,configuration on wampp to accept innodb does not work,stackoverflow.com
5.1.37,http://stackoverflow.com/questions/7346217/sqlapi-mysql-connection-error-cant-connect-to-mysql-server-on-localhost-1,sqlapi mysql connection error cant connect to mysql server on localhost 1,stackoverflow.com
unknown,http://stackoverflow.com/questions/20289566/high-cpu-usage-by-mysql-query,high cpu usage by mysql query,stackoverflow.com
5.1.x,http://dba.stackexchange.com/questions/18211/centos-6-2-mysql-configuration-file-help,centos 6 2 mysql configuration file help,dba.stackexchange.com
unknown,http://serverfault.com/questions/282457/cannot-log-into-mysql-locally,cannot log into mysql locally,serverfault.com
4.1.3b-beta,http://lists.mysql.com/mysql/176913,MySQL Lists: mysql: Locking Issue?,mailing_list
4.1.13,http://lists.mysql.com/mysql/189062,"MySQL Lists: mysql: RE: Major Difference in response times when using Load Infile uti
	lity",mailing_list
unknown,http://lists.mysql.com/mysql/163493,MySQL Lists: mysql: Re: Queries per second average,mailing_list
4.0.15,http://lists.mysql.com/mysql/159643,MySQL Lists: mysql: FW: Installation issue on SuSE 9.0 Pro box,mailing_list
unknown,http://lists.mysql.com/mysql/157495,MySQL Lists: mysql: Re: ERROR 2003: Can't connect to MySQL server on 'localhost' (10061),mailing_list
3.23.28,http://lists.mysql.com/mysql/58538,MySQL Lists: mysql: Connect to 3.23.28-gamma (Connection lost),mailing_list
unknown,http://stackoverflow.com/questions/3417132/unable-to-login-to-mysql-5-remotely,unable to login to mysql 5 remotely,stackoverflow.com
unknown,http://stackoverflow.com/questions/11891994/php-mysql-innodb-slow-on-insert,php mysql innodb slow on insert,stackoverflow.com
4.0.24,http://lists.mysql.com/win32/17060,MySQL Lists: win32: Re: Really big resultsets,mailing_list
unknown,http://lists.mysql.com/mysql/110225,MySQL Lists: mysql: RE: Problem starting server,mailing_list
5.5.x,http://serverfault.com/questions/310904/cannot-start-mysql-5-5-as-normal-user-fedora-15,cannot start mysql 5 5 as normal user fedora 15,serverfault.com
unknown,http://serverfault.com/questions/258709/attempted-to-change-database-drive-resulted-in-cant-connect-to-local-mysql-ser,attempted to change database drive resulted in cant connect to local mysql ser,serverfault.com
unknown,http://lists.mysql.com/mysql/95319,MySQL Lists: mysql: mysql replication,mailing_list
4.1.2,http://lists.mysql.com/mysql/167227,MySQL Lists: mysql: I: R: R: R: R: query string too long?,mailing_list
unknown,http://stackoverflow.com/questions/21969122/aws-ec2-instance-with-bitnami-stack-error-connecting-to-php-running-locally-to,aws ec2 instance with bitnami stack error connecting to php running locally to,stackoverflow.com
unknown,http://lists.mysql.com/mysql/214334,MySQL Lists: mysql: Re: Large Query Question.,mailing_list
4.0.8,http://lists.mysql.com/mysql/149085,MySQL Lists: mysql: Help with variable tuning in my.cnf,mailing_list
3.23.47,http://lists.mysql.com/mysql/100414,MySQL Lists: mysql: Error 1058 Win2K Server with MySQL,mailing_list
unknown,http://stackoverflow.com/questions/3371909/mysql-query-stuck-in-a-queue-become-a-bottleneck,mysql query stuck in a queue become a bottleneck,stackoverflow.com
4.1.0-alpha-max-nt,http://lists.mysql.com/mysql/155597,MySQL Lists: mysql: large query result caching (using C API),mailing_list
3.22.33,http://lists.mysql.com/win32/1888,MySQL Lists: win32: Fatal error in ORDER BY crashes Win32 3.22.33,mailing_list
unknown,http://lists.mysql.com/mysql/180920,MySQL Lists: mysql: permission denied error,mailing_list
5.1.52,http://serverfault.com/questions/284611/mysql-server-5-1-config-on-win-2008-experts-help-required,mysql server 5 1 config on win 2008 experts help required,serverfault.com
unknown,http://lists.mysql.com/mysql/162191,MySQL Lists: mysql: FW: local installation on XP,mailing_list
unknown,http://stackoverflow.com/questions/9954926/configuring-mysql-on-my-windows-server-2003,configuring mysql on my windows server 2003,stackoverflow.com
5.5.24,http://dba.stackexchange.com/questions/25180/mysql-high-load,mysql high load,dba.stackexchange.com
unknown,http://lists.mysql.com/mysql/157294,MySQL Lists: mysql: New INstall of MySQL,mailing_list
3.23.41,http://lists.mysql.com/mysql/84658,MySQL Lists: mysql: MySQL Performance Problem,mailing_list
5.5.x,http://serverfault.com/questions/559985/server-pid-removed-after-config-cnf,server pid removed after config cnf,serverfault.com
5.5.21,http://stackoverflow.com/questions/20353402/access-denied-for-user-testlocalhost-using-password-yes-except-root-user,access denied for user testlocalhost using password yes except root user,stackoverflow.com
4.0.11,http://lists.mysql.com/mysql/134736,MySQL Lists: mysql: Apparent Write caching slowing performance...,mailing_list
4.1.12,http://lists.mysql.com/mysql/185573,MySQL Lists: mysql: Re: Newbie mysql.sock question,mailing_list
4.1.12,http://lists.mysql.com/mysql/191796,MySQL Lists: mysql: Newbie Query: Error starting MySQL.,mailing_list
3.23.37,http://lists.mysql.com/mysql/72417,MySQL Lists: mysql: How to config the client installation,mailing_list
5.5,http://dba.stackexchange.com/questions/20862/mysql-load-from-infile-stuck-waiting-on-hard-drive,mysql load from infile stuck waiting on hard drive,dba.stackexchange.com
3.23.52,http://lists.mysql.com/win32/12234,MySQL Lists: win32: query optimization,mailing_list
